date,hour,MT_200
2012-01-22,14,3885.462555066083
2012-01-22,15,3844.713656387665
2012-01-22,16,3806.167400881057
2012-01-22,17,3884.3612334801765
2012-01-22,18,3861.233480176211
2012-01-22,19,3664.09691629956
2012-01-22,20,3660.79295154185
2012-01-22,21,3639.867841409692
2012-01-22,22,3615.638766519823
2012-01-22,23,3096.9162995594706
2012-01-23,0,2311.674008810573
2012-01-23,1,1851.3215859030838
2012-01-23,2,1788.546255506608
2012-01-23,3,1643.171806167401
2012-01-23,4,1545.1541850220271
2012-01-23,5,1941.6299559471358
2012-01-23,6,2263.215859030836
2012-01-23,7,2598.0176211453745
2012-01-23,8,2592.511013215858
2012-01-23,9,3406.387665198237
2012-01-23,10,3601.321585903084
2012-01-23,11,3867.84140969163
2012-01-23,12,3780.8370044052867
2012-01-23,13,3770.925110132159
2012-01-23,14,3727.9735682819382
2012-01-23,15,3567.1806167400878
2012-01-23,16,3635.462555066079
2012-01-23,17,3781.93832599119
2012-01-23,18,3837.004405286343
2012-01-23,19,3783.0396475770926
2012-01-23,20,3790.748898678413
2012-01-23,21,3765.418502202644
2012-01-23,22,3707.0484581497803
2012-01-23,23,3225.7709251101314
2012-01-24,0,2671.806167400881
2012-01-24,1,2479.074889867842
2012-01-24,2,2385.462555066079
2012-01-24,3,2356.828193832599
2012-01-24,4,2331.497797356828
2012-01-24,5,2474.669603524229
2012-01-24,6,2962.5550660792946
2012-01-24,7,2611.2334801762117
2012-01-24,8,2834.8017621145373
2012-01-24,9,3778.6343612334804
2012-01-24,10,3987.885462555062
2012-01-24,11,4006.60792951542
2012-01-24,12,3828.193832599119
2012-01-24,13,3746.696035242291
2012-01-24,14,3743.3920704845805
2012-01-24,15,3784.140969162995
2012-01-24,16,3757.709251101321
2012-01-24,17,3722.466960352424
2012-01-24,18,3925.110132158593
2012-01-24,19,3764.317180616741
2012-01-24,20,3775.330396475771
2012-01-24,21,3709.251101321585
2012-01-24,22,3540.748898678414
2012-01-24,23,3280.837004405287
2012-01-25,0,2537.444933920704
2012-01-25,1,1952.6431718061658
2012-01-25,2,1911.894273127753
2012-01-25,3,1861.233480176211
2012-01-25,4,1697.1365638766517
2012-01-25,5,1731.277533039648
2012-01-25,6,2468.0616740088108
2012-01-25,7,2712.555066079295
2012-01-25,8,3384.3612334801755
2012-01-25,9,4037.444933920703
2012-01-25,10,3840.308370044053
2012-01-25,11,3640.9691629955937
2012-01-25,12,3680.6167400881063
2012-01-25,13,3814.9779735682805
2012-01-25,14,3720.264317180617
2012-01-25,15,3715.8590308370035
2012-01-25,16,3714.7577092511
2012-01-25,17,3898.678414096916
2012-01-25,18,4018.722466960355
2012-01-25,19,3932.819383259911
2012-01-25,20,3817.1806167400873
2012-01-25,21,3753.303964757709
2012-01-25,22,3730.176211453744
2012-01-25,23,3243.392070484581
2012-01-26,0,2221.3656387665196
2012-01-26,1,1930.6167400881063
2012-01-26,2,1808.370044052864
2012-01-26,3,1526.431718061674
2012-01-26,4,1401.9823788546262
2012-01-26,5,1708.1497797356833
2012-01-26,6,2174.0088105726873
2012-01-26,7,2482.37885462555
2012-01-26,8,2622.2466960352413
2012-01-26,9,3415.1982378854627
2012-01-26,10,3516.519823788545
2012-01-26,11,3687.224669603524
2012-01-26,12,3898.678414096915
2012-01-26,13,3748.8986784140966
2012-01-26,14,3727.9735682819382
2012-01-26,15,3731.277533039649
2012-01-26,16,3778.6343612334786
2012-01-26,17,3806.167400881057
2012-01-26,18,3908.59030837004
2012-01-26,19,3839.2070484581486
2012-01-26,20,3798.458149779735
2012-01-26,21,3753.303964757708
2012-01-26,22,3693.832599118943
2012-01-26,23,3157.488986784141
2012-01-27,0,2164.0969162995593
2012-01-27,1,1909.691629955947
2012-01-27,2,1835.9030837004411
2012-01-27,3,1499.999999999999
2012-01-27,4,1362.334801762114
2012-01-27,5,1784.1409691629951
2012-01-27,6,2172.907488986784
2012-01-27,7,2806.167400881058
2012-01-27,8,3140.969162995595
2012-01-27,9,3933.9207048458156
2012-01-27,10,3878.854625550664
2012-01-27,11,3596.9162995594706
2012-01-27,12,3730.176211453745
2012-01-27,13,3724.669603524229
2012-01-27,14,3781.93832599119
2012-01-27,15,3878.8546255506562
2012-01-27,16,3763.215859030838
2012-01-27,17,3830.3964757709236
2012-01-27,18,3964.757709251101
2012-01-27,19,3803.964757709252
2012-01-27,20,3770.925110132159
2012-01-27,21,3850.220264317181
2012-01-27,22,3667.4008810572686
2012-01-27,23,3466.960352422907
2012-01-28,0,2987.885462555066
2012-01-28,1,1983.480176211454
2012-01-28,2,1799.559471365639
2012-01-28,3,1455.947136563877
2012-01-28,4,1811.6740088105719
2012-01-28,5,1776.4317180616752
2012-01-28,6,2245.5947136563873
2012-01-28,7,2704.8458149779735
2012-01-28,8,3069.383259911895
2012-01-28,9,4007.709251101321
2012-01-28,10,4153.08370044053
2012-01-28,11,4191.62995594714
2012-01-28,12,4234.5814977973605
2012-01-28,13,4325.99118942731
2012-01-28,14,4004.405286343614
2012-01-28,15,3886.563876651984
2012-01-28,16,3758.8105726872245
2012-01-28,17,3986.7841409691628
2012-01-28,18,4146.47577092511
2012-01-28,19,4161.894273127749
2012-01-28,20,3949.3392070484547
2012-01-28,21,3853.5242290748897
2012-01-28,22,3751.101321585903
2012-01-28,23,3493.3920704845823
2012-01-29,0,2882.15859030837
2012-01-29,1,1958.149779735683
2012-01-29,2,1768.722466960353
2012-01-29,3,1463.6563876651978
2012-01-29,4,1871.145374449339
2012-01-29,5,1743.392070484581
2012-01-29,6,2170.704845814979
2012-01-29,7,2731.277533039648
2012-01-29,8,3122.246696035243
2012-01-29,9,3964.757709251098
2012-01-29,10,3785.2422907488963
2012-01-29,11,3638.766519823789
2012-01-29,12,3790.748898678414
2012-01-29,13,3848.017621145375
2012-01-29,14,3833.700440528634
2012-01-29,15,3679.5154185022034
2012-01-29,16,3563.8766519823794
2012-01-29,17,3732.378854625551
2012-01-29,18,3952.6431718061713
2012-01-29,19,3819.3832599118937
2012-01-29,20,3746.6960352422902
2012-01-29,21,3666.2995594713657
2012-01-29,22,3662.995594713656
2012-01-29,23,3194.9339207048456
2012-01-30,0,2567.1806167400873
2012-01-30,1,1874.449339207049
2012-01-30,2,1710.352422907489
2012-01-30,3,1666.299559471365
2012-01-30,4,1971.365638766519
2012-01-30,5,1812.775330396476
2012-01-30,6,2185.0220264317177
2012-01-30,7,2689.4273127753313
2012-01-30,8,2834.801762114537
2012-01-30,9,3870.0440528634335
2012-01-30,10,3955.947136563877
2012-01-30,11,4042.95154185022
2012-01-30,12,3914.0969162995607
2012-01-30,13,3755.5066079295157
2012-01-30,14,3731.277533039647
2012-01-30,15,3551.762114537445
2012-01-30,16,3581.497797356827
2012-01-30,17,3670.7048458149784
2012-01-30,18,3772.026431718061
2012-01-30,19,3788.5462555066083
2012-01-30,20,3791.8502202643176
2012-01-30,21,3698.237885462555
2012-01-30,22,3623.348017621145
2012-01-30,23,3235.68281938326
2012-01-31,0,2548.4581497797353
2012-01-31,1,1907.488986784141
2012-01-31,2,1842.51101321586
2012-01-31,3,1767.621145374449
2012-01-31,4,1359.030837004404
2012-01-31,5,1483.480176211454
2012-01-31,6,2352.422907488986
2012-01-31,7,3038.5462555066083
2012-01-31,8,3169.603524229075
2012-01-31,9,3928.414096916293
2012-01-31,10,3992.2907488986725
2012-01-31,11,3911.8942731277543
2012-01-31,12,3715.859030837004
2012-01-31,13,3773.1277533039647
2012-01-31,14,3727.973568281939
2012-01-31,15,3659.691629955947
2012-01-31,16,3767.621145374449
2012-01-31,17,3796.255506607929
2012-01-31,18,3973.56828193832
2012-01-31,19,3844.7136563876647
2012-01-31,20,3774.2290748898668
2012-01-31,21,3670.7048458149784
2012-01-31,22,3665.1982378854627
2012-01-31,23,3112.334801762114
2012-02-01,0,2169.603524229076
2012-02-01,1,1940.528634361234
2012-02-01,2,1827.092511013215
2012-02-01,3,1472.4669603524221
2012-02-01,4,1286.343612334802
2012-02-01,5,1352.422907488987
2012-02-01,6,2540.7488986784138
2012-02-01,7,2513.215859030837
2012-02-01,8,2618.942731277533
2012-02-01,9,3455.947136563877
2012-02-01,10,3526.431718061674
2012-02-01,11,3529.7356828193824
2012-02-01,12,3715.859030837004
2012-02-01,13,3688.325991189426
2012-02-01,14,3735.68281938326
2012-02-01,15,3774.2290748898677
2012-02-01,16,3852.422907488986
2012-02-01,17,3867.8414096916304
2012-02-01,18,3936.12334801762
2012-02-01,19,3828.1938325991187
2012-02-01,20,3867.8414096916285
2012-02-01,21,3756.6079295154177
2012-02-01,22,3722.466960352423
2012-02-01,23,3230.1762114537437
2012-02-02,0,2281.93832599119
2012-02-02,1,1966.9603524229071
2012-02-02,2,1823.788546255507
2012-02-02,3,1480.176211453745
2012-02-02,4,1295.154185022026
2012-02-02,5,1289.647577092511
2012-02-02,6,2441.629955947136
2012-02-02,7,2844.7136563876647
2012-02-02,8,3243.3920704845814
2012-02-02,9,3952.6431718061604
2012-02-02,10,4124.449339207041
2012-02-02,11,3881.0572687224685
2012-02-02,12,3780.8370044052867
2012-02-02,13,3716.9603524229083
2012-02-02,14,3710.352422907488
2012-02-02,15,3594.7136563876657
2012-02-02,16,3647.577092511012
2012-02-02,17,3707.0484581497794
2012-02-02,18,3875.550660792952
2012-02-02,19,3769.823788546256
2012-02-02,20,3669.603524229074
2012-02-02,21,3640.969162995594
2012-02-02,22,3579.2951541850216
2012-02-02,23,3052.8634361233476
2012-02-03,0,2218.061674008811
2012-02-03,1,1941.6299559471372
2012-02-03,2,1841.409691629956
2012-02-03,3,1397.577092511013
2012-02-03,4,1208.149779735683
2012-02-03,5,1364.53744493392
2012-02-03,6,2268.722466960352
2012-02-03,7,2757.709251101322
2012-02-03,8,3036.343612334802
2012-02-03,9,3829.2951541850216
2012-02-03,10,3948.237885462556
2012-02-03,11,4055.0660792951567
2012-02-03,12,4031.938325991179
2012-02-03,13,3953.7444933920688
2012-02-03,14,3683.920704845815
2012-02-03,15,3957.048458149779
2012-02-03,16,4008.81057268722
2012-02-03,17,4162.9955947136605
2012-02-03,18,4300.66079295156
2012-02-03,19,4333.70044052864
2012-02-03,20,4029.735682819376
2012-02-03,21,3726.8722466960353
2012-02-03,22,3678.414096916299
2012-02-03,23,3464.7577092511015
2012-02-04,0,2925.1101321585907
2012-02-04,1,1948.237885462554
2012-02-04,2,1752.202643171805
2012-02-04,3,1356.8281938325988
2012-02-04,4,1631.057268722467
2012-02-04,5,1650.8810572687219
2012-02-04,6,2224.669603524229
2012-02-04,7,2792.95154185022
2012-02-04,8,2931.7180616740093
2012-02-04,9,3885.4625550660803
2012-02-04,10,4251.1013215859
2012-02-04,11,4244.49339207049
2012-02-04,12,4106.8281938326
2012-02-04,13,4240.08810572686
2012-02-04,14,4188.325991189429
2012-02-04,15,3853.5242290748893
2012-02-04,16,3833.700440528635
2012-02-04,17,4134.361233480187
2012-02-04,18,4436.12334801762
2012-02-04,19,4197.13656387665
2012-02-04,20,4123.348017621141
2012-02-04,21,3885.4625550660776
2012-02-04,22,3659.691629955946
2012-02-04,23,3537.444933920704
2012-02-05,0,2861.233480176212
2012-02-05,1,1916.2995594713648
2012-02-05,2,1821.5859030837
2012-02-05,3,1411.8942731277539
2012-02-05,4,1626.6519823788549
2012-02-05,5,1563.8766519823791
2012-02-05,6,2261.013215859031
2012-02-05,7,2866.740088105727
2012-02-05,8,3121.14537444934
2012-02-05,9,3912.995594713653
2012-02-05,10,4029.7356828193842
2012-02-05,11,3926.211453744494
2012-02-05,12,3991.1894273127728
2012-02-05,13,4091.409691629965
2012-02-05,14,4050.6607929515494
2012-02-05,15,3862.334801762114
2012-02-05,16,3865.6387665198226
2012-02-05,17,4037.444933920704
2012-02-05,18,4178.414096916309
2012-02-05,19,4084.80176211454
2012-02-05,20,4026.43171806168
2012-02-05,21,3772.026431718061
2012-02-05,22,3694.933920704846
2012-02-05,23,3169.603524229075
2012-02-06,0,2373.348017621146
2012-02-06,1,2168.502202643171
2012-02-06,2,2176.211453744493
2012-02-06,3,1946.035242290749
2012-02-06,4,1856.828193832599
2012-02-06,5,2268.7224669603534
2012-02-06,6,2616.7400881057274
2012-02-06,7,2987.8854625550657
2012-02-06,8,3299.55947136564
2012-02-06,9,3809.471365638763
2012-02-06,10,3822.687224669603
2012-02-06,11,3722.4669603524217
2012-02-06,12,3767.621145374449
2012-02-06,13,3789.647577092511
2012-02-06,14,3780.8370044052867
2012-02-06,15,3592.511013215858
2012-02-06,16,3623.3480176211447
2012-02-06,17,3889.867841409694
2012-02-06,18,4121.145374449336
2012-02-06,19,4111.23348017621
2012-02-06,20,3994.493392070481
2012-02-06,21,3762.1145374449343
2012-02-06,22,3611.233480176212
2012-02-06,23,3290.7488986784138
2012-02-07,0,2683.920704845816
2012-02-07,1,2138.7665198237883
2012-02-07,2,2101.321585903085
2012-02-07,3,1743.392070484581
2012-02-07,4,1975.7709251101319
2012-02-07,5,2353.52422907489
2012-02-07,6,2455.947136563876
2012-02-07,7,3042.9515418502197
2012-02-07,8,3292.9515418502215
2012-02-07,9,3903.083700440529
2012-02-07,10,3955.947136563876
2012-02-07,11,3890.9691629955946
2012-02-07,12,3965.859030837008
2012-02-07,13,3916.2995594713652
2012-02-07,14,3925.1101321585875
2012-02-07,15,3882.1585903083696
2012-02-07,16,3885.462555066079
2012-02-07,17,3788.546255506608
2012-02-07,18,3892.070484581497
2012-02-07,19,3866.7400881057283
2012-02-07,20,3765.418502202644
2012-02-07,21,3719.162995594713
2012-02-07,22,3519.823788546255
2012-02-07,23,3175.110132158591
2012-02-08,0,2577.092511013215
2012-02-08,1,2007.7092511013223
2012-02-08,2,1958.1497797356828
2012-02-08,3,1906.3876651982368
2012-02-08,4,1856.828193832599
2012-02-08,5,2274.229074889868
2012-02-08,6,2388.7665198237883
2012-02-08,7,2834.801762114538
2012-02-08,8,3361.233480176211
2012-02-08,9,3994.493392070489
2012-02-08,10,4080.3964757709255
2012-02-08,11,3773.1277533039643
2012-02-08,12,3615.6387665198235
2012-02-08,13,3716.9603524229083
2012-02-08,14,3773.127753303964
2012-02-08,15,3655.2863436123353
2012-02-08,16,3635.46255506608
2012-02-08,17,3729.074889867841
2012-02-08,18,3864.53744493392
2012-02-08,19,3716.960352422907
2012-02-08,20,3699.339207048457
2012-02-08,21,3640.969162995594
2012-02-08,22,3498.898678414097
2012-02-08,23,3144.2731277533035
2012-02-09,0,2601.321585903084
2012-02-09,1,1900.881057268723
2012-02-09,2,1763.2158590308368
2012-02-09,3,1636.5638766519833
2012-02-09,4,1617.84140969163
2012-02-09,5,1928.4140969163
2012-02-09,6,2289.647577092512
2012-02-09,7,2790.748898678414
2012-02-09,8,3128.85462555066
2012-02-09,9,3958.149779735686
2012-02-09,10,4127.75330396475
2012-02-09,11,3814.977973568278
2012-02-09,12,3657.4889867841416
2012-02-09,13,3767.621145374449
2012-02-09,14,3699.339207048459
2012-02-09,15,3624.449339207049
2012-02-09,16,3635.462555066078
2012-02-09,17,3807.268722466959
2012-02-09,18,3893.1718061674
2012-02-09,19,3901.982378854624
2012-02-09,20,3851.3215859030834
2012-02-09,21,3730.1762114537446
2012-02-09,22,3593.612334801762
2012-02-09,23,3115.638766519824
2012-02-10,0,2578.193832599119
2012-02-10,1,2028.6343612334813
2012-02-10,2,1985.68281938326
2012-02-10,3,1893.1718061674019
2012-02-10,4,1829.2951541850218
2012-02-10,5,2426.211453744493
2012-02-10,6,2370.0440528634363
2012-02-10,7,3000.0
2012-02-10,8,3381.057268722467
2012-02-10,9,4169.60352422908
2012-02-10,10,4207.04845814978
2012-02-10,11,3951.5418502202647
2012-02-10,12,3834.801762114538
2012-02-10,13,3872.2466960352426
2012-02-10,14,3766.5198237885456
2012-02-10,15,3702.643171806166
2012-02-10,16,3805.066079295154
2012-02-10,17,3875.550660792952
2012-02-10,18,4035.242290748893
2012-02-10,19,3866.7400881057256
2012-02-10,20,3866.7400881057274
2012-02-10,21,3788.546255506607
2012-02-10,22,3735.6828193832603
2012-02-10,23,3484.581497797356
2012-02-11,0,2994.4933920704852
2012-02-11,1,2039.6475770925108
2012-02-11,2,1971.36563876652
2012-02-11,3,1961.453744493392
2012-02-11,4,1908.590308370045
2012-02-11,5,2498.898678414097
2012-02-11,6,2505.5066079295148
2012-02-11,7,2590.308370044053
2012-02-11,8,2675.11013215859
2012-02-11,9,3439.42731277533
2012-02-11,10,4007.709251101324
2012-02-11,11,4350.2202643171895
2012-02-11,12,4112.334801762115
2012-02-11,13,3883.2599118942744
2012-02-11,14,4034.140969162992
2012-02-11,15,3942.731277533034
2012-02-11,16,4037.444933920708
2012-02-11,17,3982.3788546255587
2012-02-11,18,4132.1585903083605
2012-02-11,19,4215.859030837
2012-02-11,20,4278.63436123349
2012-02-11,21,3852.4229074889868
2012-02-11,22,3715.859030837005
2012-02-11,23,3516.519823788546
2012-02-12,0,2857.929515418503
2012-02-12,1,1969.162995594713
2012-02-12,2,1864.53744493392
2012-02-12,3,1469.1629955947133
2012-02-12,4,1321.5859030837
2012-02-12,5,1790.7488986784142
2012-02-12,6,2127.753303964757
2012-02-12,7,2745.594713656387
2012-02-12,8,3031.93832599119
2012-02-12,9,3997.79735682819
2012-02-12,10,4080.3964757709205
2012-02-12,11,4252.20264317181
2012-02-12,12,4190.528634361231
2012-02-12,13,4006.607929515421
2012-02-12,14,4058.3700440528673
2012-02-12,15,3862.3348017621147
2012-02-12,16,3777.5330396475774
2012-02-12,17,3871.1453744493397
2012-02-12,18,4132.15859030837
2012-02-12,19,4295.15418502203
2012-02-12,20,4092.511013215867
2012-02-12,21,3660.79295154185
2012-02-12,22,3606.8281938325995
2012-02-12,23,3069.383259911894
2012-02-13,0,2430.616740088105
2012-02-13,1,1797.3568281938328
2012-02-13,2,1765.4185022026438
2012-02-13,3,1431.7180616740093
2012-02-13,4,1409.691629955947
2012-02-13,5,2018.722466960353
2012-02-13,6,1939.4273127753308
2012-02-13,7,2773.127753303965
2012-02-13,8,3313.876651982379
2012-02-13,9,4079.295154185027
2012-02-13,10,4129.95594713656
2012-02-13,11,4161.89427312775
2012-02-13,12,4168.50220264317
2012-02-13,13,4276.43171806168
2012-02-13,14,4203.744493392061
2012-02-13,15,4022.0264317180636
2012-02-13,16,4038.546255506616
2012-02-13,17,4045.154185022031
2012-02-13,18,4098.01762114538
2012-02-13,19,4216.9603524229
2012-02-13,20,4064.977973568288
2012-02-13,21,3780.837004405286
2012-02-13,22,3601.321585903083
2012-02-13,23,3288.546255506608
2012-02-14,0,2686.123348017622
2012-02-14,1,2046.25550660793
2012-02-14,2,2037.4449339207051
2012-02-14,3,1942.7312775330402
2012-02-14,4,1920.7048458149782
2012-02-14,5,2346.916299559471
2012-02-14,6,2417.4008810572673
2012-02-14,7,3034.140969162995
2012-02-14,8,3508.8105726872254
2012-02-14,9,4247.79735682819
2012-02-14,10,4240.088105726871
2012-02-14,11,4226.87224669603
2012-02-14,12,4073.78854625551
2012-02-14,13,4114.53744493392
2012-02-14,14,4107.9295154185
2012-02-14,15,4006.607929515413
2012-02-14,16,4046.2555066079303
2012-02-14,17,4112.33480176211
2012-02-14,18,4114.537444933911
2012-02-14,19,3979.0748898678394
2012-02-14,20,3975.77092511013
2012-02-14,21,3824.88986784141
2012-02-14,22,3681.718061674009
2012-02-14,23,3172.907488986784
2012-02-15,0,2561.674008810573
2012-02-15,1,1935.0220264317181
2012-02-15,2,1855.726872246696
2012-02-15,3,1767.621145374449
2012-02-15,4,1715.859030837004
2012-02-15,5,2169.603524229075
2012-02-15,6,2314.977973568283
2012-02-15,7,2994.4933920704843
2012-02-15,8,3220.2643171806158
2012-02-15,9,3920.704845814977
2012-02-15,10,4014.317180616738
2012-02-15,11,4067.1806167400873
2012-02-15,12,4075.99118942731
2012-02-15,13,4134.36123348017
2012-02-15,14,4041.850220264322
2012-02-15,15,3901.9823788546246
2012-02-15,16,3892.070484581497
2012-02-15,17,4003.3039647577016
2012-02-15,18,4175.11013215859
2012-02-15,19,4090.3083700440498
2012-02-15,20,4040.748898678413
2012-02-15,21,3796.2555066079294
2012-02-15,22,3686.1233480176206
2012-02-15,23,3222.466960352423
2012-02-16,0,2536.343612334802
2012-02-16,1,2008.810572687224
2012-02-16,2,1936.1233480176209
2012-02-16,3,1857.929515418502
2012-02-16,4,1833.7004405286339
2012-02-16,5,2244.493392070486
2012-02-16,6,2327.0925110132157
2012-02-16,7,3143.171806167401
2012-02-16,8,3355.726872246697
2012-02-16,9,4050.66079295154
2012-02-16,10,4033.0396475771
2012-02-16,11,4064.97797356828
2012-02-16,12,4077.0925110132202
2012-02-16,13,3927.3127753303943
2012-02-16,14,3767.62114537445
2012-02-16,15,3774.2290748898668
2012-02-16,16,3736.7841409691637
2012-02-16,17,3757.709251101322
2012-02-16,18,3924.0088105726873
2012-02-16,19,3789.6475770925103
2012-02-16,20,3813.8766519823803
2012-02-16,21,3823.7885462555073
2012-02-16,22,3612.334801762114
2012-02-16,23,3182.819383259911
2012-02-17,0,2503.3039647577093
2012-02-17,1,1968.061674008811
2012-02-17,2,1900.881057268722
2012-02-17,3,1839.207048458149
2012-02-17,4,1820.484581497797
2012-02-17,5,2338.105726872246
2012-02-17,6,2290.7488986784147
2012-02-17,7,2886.5638766519824
2012-02-17,8,2922.9074889867843
2012-02-17,9,3779.735682819382
2012-02-17,10,3870.044052863437
2012-02-17,11,3906.3876651982378
2012-02-17,12,4015.4185022026386
2012-02-17,13,3986.784140969155
2012-02-17,14,3754.4052863436123
2012-02-17,15,3788.5462555066065
2012-02-17,16,3792.951541850221
2012-02-17,17,3953.744493392072
2012-02-17,18,4007.709251101317
2012-02-17,19,3884.361233480177
2012-02-17,20,3897.5770925110132
2012-02-17,21,3841.409691629956
2012-02-17,22,3807.26872246696
2012-02-17,23,3573.788546255507
2012-02-18,0,3127.753303964757
2012-02-18,1,2066.0792951541853
2012-02-18,2,1926.211453744493
2012-02-18,3,2381.0572687224667
2012-02-18,4,2050.660792951542
2012-02-18,5,2250.0
2012-02-18,6,2414.096916299559
2012-02-18,7,3168.502202643171
2012-02-18,8,3408.590308370045
2012-02-18,9,4167.40088105727
2012-02-18,10,3955.9471365638765
2012-02-18,11,4066.0792951541816
2012-02-18,12,3926.211453744496
2012-02-18,13,3867.841409691629
2012-02-18,14,3906.3876651982378
2012-02-18,15,3851.321585903084
2012-02-18,16,3833.7004405286343
2012-02-18,17,3985.682819383259
2012-02-18,18,3990.0881057268716
2012-02-18,19,3886.563876651982
2012-02-18,20,3887.6651982378853
2012-02-18,21,3866.740088105727
2012-02-18,22,3814.9779735682805
2012-02-18,23,3613.436123348017
2012-02-19,0,2952.643171806168
2012-02-19,1,1979.074889867841
2012-02-19,2,2407.488986784141
2012-02-19,3,2074.88986784141
2012-02-19,4,2035.242290748899
2012-02-19,5,2229.0748898678407
2012-02-19,6,2432.819383259911
2012-02-19,7,3142.070484581498
2012-02-19,8,3052.863436123348
2012-02-19,9,3899.77973568282
2012-02-19,10,3835.903083700441
2012-02-19,11,3870.044052863436
2012-02-19,12,3822.687224669603
2012-02-19,13,3805.066079295154
2012-02-19,14,3726.8722466960353
2012-02-19,15,3667.4008810572677
2012-02-19,16,3667.400881057269
2012-02-19,17,3758.8105726872245
2012-02-19,18,3874.449339207048
2012-02-19,19,3799.559471365639
2012-02-19,20,3792.951541850221
2012-02-19,21,3819.383259911894
2012-02-19,22,3754.405286343612
2012-02-19,23,3229.074889867841
2012-02-20,0,2534.140969162996
2012-02-20,1,1940.528634361234
2012-02-20,2,1885.4625550660792
2012-02-20,3,1825.9911894273123
2012-02-20,4,1794.052863436124
2012-02-20,5,2283.039647577092
2012-02-20,6,2321.585903083699
2012-02-20,7,3066.0792951541853
2012-02-20,8,3240.088105726872
2012-02-20,9,3935.0220264317213
2012-02-20,10,3667.400881057268
2012-02-20,11,3711.453744493391
2012-02-20,12,3778.63436123348
2012-02-20,13,3794.052863436124
2012-02-20,14,3899.779735682815
2012-02-20,15,3762.114537444934
2012-02-20,16,3778.634361233479
2012-02-20,17,3831.4977973568266
2012-02-20,18,3979.074889867847
2012-02-20,19,3888.766519823789
2012-02-20,20,3884.361233480176
2012-02-20,21,3886.563876651982
2012-02-20,22,3778.6343612334804
2012-02-20,23,3223.568281938326
2012-02-21,0,2465.859030837005
2012-02-21,1,1909.6916299559468
2012-02-21,2,1886.563876651983
2012-02-21,3,1843.6123348017618
2012-02-21,4,1822.687224669603
2012-02-21,5,1949.339207048458
2012-02-21,6,2664.096916299559
2012-02-21,7,3093.612334801762
2012-02-21,8,3235.68281938326
2012-02-21,9,3950.440528634359
2012-02-21,10,3627.7533039647574
2012-02-21,11,3572.687224669603
2012-02-21,12,3730.1762114537437
2012-02-21,13,3831.4977973568284
2012-02-21,14,3774.22907488987
2012-02-21,15,3744.4933920704852
2012-02-21,16,3682.819383259912
2012-02-21,17,3759.911894273127
2012-02-21,18,3962.555066079287
2012-02-21,19,3860.132158590308
2012-02-21,20,3763.2158590308372
2012-02-21,21,3785.242290748898
2012-02-21,22,3627.7533039647583
2012-02-21,23,3090.3083700440534
2012-02-22,0,2268.722466960352
2012-02-22,1,1994.4933920704839
2012-02-22,2,2305.066079295154
2012-02-22,3,1947.136563876652
2012-02-22,4,1842.5110132158593
2012-02-22,5,1846.916299559471
2012-02-22,6,2379.955947136564
2012-02-22,7,3093.612334801763
2012-02-22,8,3191.629955947137
2012-02-22,9,3799.559471365639
2012-02-22,10,3612.334801762113
2012-02-22,11,3693.8325991189427
2012-02-22,12,3789.64757709251
2012-02-22,13,3792.951541850221
2012-02-22,14,3797.356828193832
2012-02-22,15,3671.806167400881
2012-02-22,16,3764.3171806167397
2012-02-22,17,3851.3215859030843
2012-02-22,18,3899.779735682819
2012-02-22,19,3861.233480176212
2012-02-22,20,3835.90308370044
2012-02-22,21,3814.9779735682823
2012-02-22,22,3637.665198237886
2012-02-22,23,3210.352422907489
2012-02-23,0,2377.753303964758
2012-02-23,1,2096.916299559472
2012-02-23,2,1985.6828193832598
2012-02-23,3,1796.25550660793
2012-02-23,4,1742.2907488986789
2012-02-23,5,1922.907488986783
2012-02-23,6,2655.286343612335
2012-02-23,7,2810.572687224669
2012-02-23,8,2764.317180616741
2012-02-23,9,3471.36563876652
2012-02-23,10,3633.259911894273
2012-02-23,11,3682.8193832599122
2012-02-23,12,3868.9427312775324
2012-02-23,13,3908.590308370044
2012-02-23,14,3924.008810572684
2012-02-23,15,3862.334801762114
2012-02-23,16,3840.308370044053
2012-02-23,17,3810.572687224669
2012-02-23,18,3754.405286343612
2012-02-23,19,3753.303964757709
2012-02-23,20,3795.1541850220274
2012-02-23,21,3753.3039647577093
2012-02-23,22,3573.788546255506
2012-02-23,23,3064.977973568282
2012-02-24,0,2214.757709251101
2012-02-24,1,1959.251101321586
2012-02-24,2,1896.47577092511
2012-02-24,3,1536.343612334801
2012-02-24,4,1406.3876651982391
2012-02-24,5,1403.0837004405291
2012-02-24,6,2538.546255506607
2012-02-24,7,2579.2951541850216
2012-02-24,8,2606.8281938326004
2012-02-24,9,3370.0440528634354
2012-02-24,10,3551.7621145374437
2012-02-24,11,3655.2863436123353
2012-02-24,12,3812.775330396476
2012-02-24,13,3803.964757709251
2012-02-24,14,3788.546255506608
2012-02-24,15,3830.396475770925
2012-02-24,16,3867.841409691629
2012-02-24,17,3859.030837004404
2012-02-24,18,4011.0132158590295
2012-02-24,19,3973.568281938326
2012-02-24,20,3906.3876651982364
2012-02-24,21,3833.700440528634
2012-02-24,22,3725.770925110132
2012-02-24,23,3593.6123348017622
2012-02-25,0,3009.9118942731293
2012-02-25,1,1958.149779735683
2012-02-25,2,1911.894273127753
2012-02-25,3,1590.308370044053
2012-02-25,4,1552.8634361233478
